mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_output_activation,param_optimizer,param_loss,param_l2_regularizer,param_hidden_activation,param_gamma,param_epochs,param_dropout_rate,param_contamination,param_capacity,param_batch_size,879155_test_eer,785873_test_eer,201848_test_eer,368258_test_eer,710707_test_eer,186676_test_eer,827212_test_eer,815316_test_eer,698266_test_eer,mean_test_eer,std_test_eer,rank_test_eer,879155_test_accuracy,785873_test_accuracy,201848_test_accuracy,368258_test_accuracy,710707_test_accuracy,186676_test_accuracy,827212_test_accuracy,815316_test_accuracy,698266_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,owner,run,264325_test_eer,264325_test_accuracy
11.501287672254774,2.4054945189928025,0.012176619635687934,0.0038929980439498415,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,1.0,<function sigmoid at 0x2ab2bf296d08>,3,200,0.25,0.5,0.5,32,0.3125,0.5471698113207547,0.339622641509434,0.579710144927532,0.3928571428571587,0.6415094339622641,0.6190476190476191,0.6153846153846154,0.6212121212121212,0.5187792811357221,0.12470620048524772,4.0,0.3333333333333333,0.27380952380952384,0.2857142857142857,0.36904761904761907,0.23809523809523808,0.25,0.2857142857142857,0.27380952380952384,0.2976190476190476,0.28968253968253965,0.03806215494692635,1,264325,0,,
9.101264980104235,0.37439026834851974,0.00901847415500217,0.0024809894207380888,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,0.75,<function sigmoid at 0x2ab2bf296d08>,3,200,0.25,0.5,0.5,32,0.7068965517241158,0.5102040816326531,0.5970149253730381,0.5116279069767442,0.5111111111111111,0.46511627906976744,0.6307692307692307,0.6363636363636364,0.44680851063829785,0.5573235815176215,0.08349901645188741,7.0,0.20238095238095238,0.2857142857142857,0.30952380952380953,0.2261904761904762,0.2619047619047619,0.27380952380952384,0.2857142857142857,0.2857142857142857,0.2619047619047619,0.26587301587301587,0.03124606299211036,7,264325,0,,
8.56100050608317,0.24652542537449762,0.007258150312635634,0.0019130494153255673,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,0.5,<function sigmoid at 0x2ab2bf296d08>,3,200,0.25,0.5,0.5,32,0.6122448979592819,0.4418604651162791,0.5102040816326531,0.4545454545454546,0.4651162790698039,0.6307692307692307,0.3275862068965517,0.594202898550664,0.5882352941176255,0.5138627565175049,0.09494057347862922,3.0,0.2261904761904762,0.27380952380952384,0.2976190476190476,0.2976190476190476,0.2619047619047619,0.2857142857142857,0.23809523809523808,0.3333333333333333,0.2619047619047619,0.2751322751322751,0.03096481457862334,2,264325,0,,
8.046651495827568,0.3240345359876597,0.005900356504652236,0.0012195396354959284,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,0.25,<function sigmoid at 0x2ab2bf296d08>,3,200,0.25,0.5,0.5,32,0.6065573770487706,0.41860465116279094,0.5909090909090563,0.5471698113207547,0.574468085106383,0.5789473684210491,0.6222222222222222,0.660377358490566,0.5671641791044774,0.5740466826428966,0.06330816060103611,9.0,0.2857142857142857,0.27380952380952384,0.23809523809523808,0.30952380952380953,0.17857142857142858,0.2857142857142857,0.20238095238095238,0.21428571428571427,0.3333333333333333,0.25793650793650796,0.049244736690439904,11,264325,0,,
7.244107670254177,0.26837000177001236,0.005978133943345811,0.0013962541438254637,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,0.0,<function sigmoid at 0x2ab2bf296d08>,3,200,0.25,0.5,0.5,32,0.5846153846153735,0.441860465116279,0.5740740740740728,0.5714285714285707,0.5454545454545454,0.701754385964899,0.6666666666666664,0.576271186440676,0.625,0.5874583644178981,0.0701421636977952,12.0,0.32142857142857145,0.27380952380952384,0.27380952380952384,0.32142857142857145,0.21428571428571427,0.2261904761904762,0.25,0.2976190476190476,0.16666666666666666,0.2605820105820106,0.04874477717642403,10,264325,0,,
24.701324383417766,0.9878413430473633,0.015053616629706489,0.009491789988516927,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,1.0,<function sigmoid at 0x2ab2bf296d08>,3,500,0.25,0.5,0.5,32,,0.5576923076923077,0.3953488372093134,0.5918367346938369,0.574468085106383,0.6842105263157875,0.8863636363636326,0.6885245901639312,0.6562499999999999,0.6291272997708166,0.12365037061232698,14.0,,0.15476190476190477,0.3333333333333333,0.23809523809523808,0.13095238095238096,0.20238095238095238,0.07142857142857142,0.25,0.25,0.19444444444444445,0.07735551067308702,10,879155,0,0.6274509803921569,0.11904761904761904
24.795493655734592,0.6341183598847772,0.013597302966647677,0.007085980338089122,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,0.75,<function sigmoid at 0x2ab2bf296d08>,3,500,0.25,0.5,0.5,32,,0.48936170212765956,0.384615384615434,0.4222222222222222,0.6041666666666667,0.6491228070175439,0.6226415094339622,0.6818181818181803,0.640625,0.5584987075020766,0.10036506956723536,5.0,,0.2857142857142857,0.27380952380952384,0.32142857142857145,0.15476190476190477,0.23809523809523808,0.10714285714285714,0.16666666666666666,0.2619047619047619,0.22354497354497355,0.06634886880415054,6,879155,0,0.5319148936170213,0.20238095238095238
25.333086225721573,0.643398205369758,0.013369507259792753,0.00704397541599807,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,0.5,<function sigmoid at 0x2ab2bf296d08>,3,500,0.25,0.5,0.5,32,,0.5,0.5076923076923077,0.5833333333333247,0.3921568627451156,0.5555555555555556,0.43859649122807015,0.6885245901639312,0.4444444444444445,0.5213468629978806,0.08609524933634517,1.0,,0.35714285714285715,0.10714285714285714,0.23809523809523808,0.2619047619047619,0.20238095238095238,0.20238095238095238,0.2261904761904762,0.2619047619047619,0.23412698412698413,0.06249212598422072,3,879155,0,0.5818181818181754,0.25
25.129029035568237,0.40208477530928666,0.01367481549580892,0.0048893933721751315,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,0.25,<function sigmoid at 0x2ab2bf296d08>,3,500,0.25,0.5,0.5,32,,0.5961538461538461,0.5087719298245614,0.6511627906976745,0.4081632653061224,0.7674418604651162,0.4716981132075471,0.56,0.575342465753423,0.5497583533888002,0.10964120064346403,3.0,,0.13095238095238096,0.19047619047619047,0.16666666666666666,0.36904761904761907,0.11904761904761904,0.32142857142857145,0.16666666666666666,0.36904761904761907,0.23941798941798945,0.09791934139323677,1,879155,0,0.40909090909091034,0.32142857142857145
25.137960195541382,0.43695372543259914,0.015620072682698568,0.01023775918649281,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,0.0,<function sigmoid at 0x2ab2bf296d08>,3,500,0.25,0.5,0.5,32,,0.5106382978723404,0.559322033898305,0.5744680851063816,0.58,0.6229508196721311,0.45070422535211263,0.5833333333333247,0.5909090909090563,0.5682039244562129,0.054255158071901434,6.0,,0.2619047619047619,0.10714285714285714,0.23809523809523808,0.15476190476190477,0.2857142857142857,0.11904761904761904,0.23809523809523808,0.30952380952380953,0.21296296296296297,0.0681441633459855,7,879155,0,0.6415094339622641,0.20238095238095238
22.703166961669922,0.6588108920253788,0.020040882958306208,0.007055740243443834,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,1.0,<function sigmoid at 0x2ab2bf296d08>,3,350,0.25,0.5,0.5,32,,0.6808510638297873,0.5098039215686275,0.4523809523809524,0.5714285714285714,0.5161290322580644,0.6363636363636364,0.4285714285714286,0.5166666666666666,0.5329522525630817,0.07808778988429997,2.0,,0.10714285714285714,0.2976190476190476,0.2857142857142857,0.07142857142857142,0.35714285714285715,0.08333333333333333,0.25,0.14285714285714285,0.19179894179894177,0.10014546682935291,12,879155,0,0.484375,0.13095238095238096
21.462807257970173,1.4352519567160105,0.022700044843885634,0.01374094744089149,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,0.75,<function sigmoid at 0x2ab2bf296d08>,3,350,0.25,0.5,0.5,32,,0.4489795918367347,0.5370370370370371,0.5,0.6304347826086957,0.8333333333333333,0.6444444444444445,0.7500000000001356,0.46938775510204944,0.5892680958588641,0.12683561613937833,9.0,,0.32142857142857145,0.15476190476190477,0.21428571428571427,0.15476190476190477,0.08333333333333333,0.14285714285714285,0.15476190476190477,0.21428571428571427,0.18783068783068782,0.06611110581798836,14,879155,0,0.489795918367347,0.25
22.175853782229954,1.4989490461046504,0.02693886227077908,0.013868617333319533,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,0.5,<function sigmoid at 0x2ab2bf296d08>,3,350,0.25,0.5,0.5,32,,0.5555555555555556,0.5714285714285707,0.31372549019607837,0.6363636363636364,0.699999999999989,0.64,0.6274509803921569,0.6774193548387087,0.5710948929484323,0.12020880681609614,7.0,,0.2857142857142857,0.2857142857142857,0.30952380952380953,0.09523809523809523,0.21428571428571427,0.11904761904761904,0.11904761904761904,0.2261904761904762,0.20238095238095238,0.07653691080153138,8,879155,0,0.41791044776119424,0.16666666666666666
22.790968020757038,0.888156732256144,0.024097601572672527,0.005124964804310006,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,0.25,<function sigmoid at 0x2ab2bf296d08>,3,350,0.25,0.5,0.5,32,,0.5909090909090909,0.38775510204084873,0.7608695652173914,0.4883720930232558,0.76,0.5116279069767442,0.4523809523809524,0.5454545454545454,0.5575780654817957,0.12097627911682922,4.0,,0.07142857142857142,0.2857142857142857,0.13095238095238096,0.23809523809523808,0.14285714285714285,0.25,0.2857142857142857,0.4166666666666667,0.23544973544973546,0.09909164444618011,2,879155,0,0.5208333333333324,0.2976190476190476
23.460825310813057,0.5253773174317939,0.02445122930738661,0.008170905662421735,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,0.0,<function sigmoid at 0x2ab2bf296d08>,3,350,0.25,0.5,0.5,32,,0.5098039215686274,0.6730769230769226,0.5185185185185183,0.6136363636363636,0.5735294117647047,0.5409836065573771,0.6938775510204023,0.9130434782608517,0.6139812751701585,0.12551013263646266,13.0,,0.19047619047619047,0.21428571428571427,0.30952380952380953,0.16666666666666666,0.35714285714285715,0.3333333333333333,0.17857142857142858,0.047619047619047616,0.23148148148148145,0.09308260362835546,4,879155,0,0.48936170212765956,0.2857142857142857
12.0051216284434,3.4475092831821548,0.017877499262491863,0.014303138570361619,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,1.0,<function sigmoid at 0x2ab2bf296d08>,3,200,0.25,0.5,0.5,32,,0.5348837209302326,0.3454545454545454,0.6470588235294117,0.6904761904761865,0.7399999999995975,0.5208333333333334,0.7454545454549315,0.8235294117647058,0.6008545078825346,0.16125108244930278,11.0,,0.2261904761904762,0.27380952380952384,0.14285714285714285,0.16666666666666666,0.15476190476190477,0.19047619047619047,0.20238095238095238,0.10714285714285714,0.19444444444444445,0.056119585808456156,10,879155,0,0.35999999999986587,0.2857142857142857
8.916920185089111,0.30222498695011474,0.006972445382012261,0.0011214087424452858,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,0.75,<function sigmoid at 0x2ab2bf296d08>,3,200,0.25,0.5,0.5,32,,0.4489795918367347,0.8510638297872337,0.47916666666666663,0.6896551724137931,0.6349206349206349,0.3275862068965517,0.44642857142857145,0.8571428571428565,0.5987544094376885,0.17527748083314976,10.0,,0.3333333333333333,0.08333333333333333,0.2976190476190476,0.03571428571428571,0.27380952380952384,0.27380952380952384,0.20238095238095238,0.08333333333333333,0.18386243386243387,0.10883599169695352,15,879155,0,0.6538461538461539,0.07142857142857142
8.223573472764757,0.11134642244955681,0.005715529123942058,0.0010633750639988144,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,0.5,<function sigmoid at 0x2ab2bf296d08>,3,200,0.25,0.5,0.5,32,,0.5454545454545454,0.557142857142857,0.6956521739130365,0.5652173913043477,0.5423728813559322,0.738095238094892,0.699999999999989,0.7777777777777778,0.6336786904311763,0.08775285544526339,15.0,,0.23809523809523808,0.36904761904761907,0.15476190476190477,0.2261904761904762,0.11904761904761904,0.11904761904761904,0.20238095238095238,0.13095238095238096,0.1970899470899471,0.07510618818295446,9,879155,0,0.5813953488372092,0.21428571428571427
7.734019994735718,0.3963700821181247,0.005891031689114041,0.001276733228843648,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,0.25,<function sigmoid at 0x2ab2bf296d08>,3,200,0.25,0.5,0.5,32,,0.5348837209299441,0.5192307692307693,0.5423728813559322,0.47826086956521763,0.5901639344261991,0.7777777777777778,0.7500000000001356,0.7368421052628449,0.6119233151473998,0.10595957589527463,12.0,,0.25,0.19047619047619047,0.10714285714285714,0.21428571428571427,0.2976190476190476,0.11904761904761904,0.14285714285714285,0.17857142857142858,0.19047619047619047,0.058321184351980436,13,879155,0,0.5777777777777778,0.21428571428571427
7.242643038431804,0.21122153857868572,0.007198439704047309,0.0036090375702546806,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,0.0,<function sigmoid at 0x2ab2bf296d08>,3,200,0.25,0.5,0.5,32,,0.4528301886792453,0.6304347826086957,0.3829787234043165,0.47058823529411764,0.7708333333333334,0.6046511627906976,0.5681818181818182,0.8399999999999999,0.5811035785062639,0.14112148468889607,8.0,,0.34523809523809523,0.14285714285714285,0.27380952380952384,0.3333333333333333,0.14285714285714285,0.19047619047619047,0.21428571428571427,0.10714285714285714,0.2288359788359788,0.08451128489398566,5,879155,0,0.5094339622641509,0.30952380952380953
21.234998676511978,1.4605564543299707,0.017909579806857638,0.006754382193064801,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,1.0,<function sigmoid at 0x2ab2bf296d08>,3,500,0.25,0.5,0.5,32,0.4181818181818184,,0.5227272727272703,0.6507936507936507,0.5348837209299441,0.6976744186046424,0.40384615384615674,0.49019607843137253,0.6666666666666664,0.5489472595263419,0.09937856200791279,5.0,0.2261904761904762,,0.25,0.2619047619047619,0.25,0.14285714285714285,0.25,0.21428571428571427,0.23809523809523808,0.23544973544973546,0.03797010606986065,11,785873,0,0.5555555555555556,0.2857142857142857
22.692678663465713,0.37250105460260885,0.014049397574530708,0.004182062900448547,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,0.75,<function sigmoid at 0x2ab2bf296d08>,3,500,0.25,0.5,0.5,32,0.5471698113207547,,0.6666666666666664,0.6451612903225806,0.5166666666666666,0.3829787234043165,0.686274509803919,0.7547169811320754,0.6949152542372816,0.5863920696620574,0.12872834779123804,12.0,0.14285714285714285,,0.23809523809523808,0.2619047619047619,0.34523809523809523,0.2619047619047619,0.20238095238095238,0.15476190476190477,0.20238095238095238,0.24074074074074078,0.07093697184016891,8,785873,0,0.3829787234042553,0.35714285714285715
22.197853830125595,0.9293047983474491,0.015613502926296659,0.0064250611695619375,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,0.5,<function sigmoid at 0x2ab2bf296d08>,3,500,0.25,0.5,0.5,32,0.47727272727272757,,0.5208333333333324,0.5869565217391134,0.6206896551724138,0.5116279069767442,0.5573770491803278,0.5873015873015691,0.5102040816326531,0.5557658324709457,0.050603468150750605,6.0,0.30952380952380953,,0.27380952380952384,0.2261904761904762,0.2619047619047619,0.23809523809523808,0.25,0.30952380952380953,0.19047619047619047,0.25661375661375657,0.035982726213585836,4,785873,0,0.6296296296296297,0.25
22.99010994699266,0.47556256381520956,0.011165248023139106,0.00680068940698115,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,0.25,<function sigmoid at 0x2ab2bf296d08>,3,500,0.25,0.5,0.5,32,0.3750000000001645,,0.42105263157894746,0.6721311475409831,0.4310344827586208,0.5689655172413789,0.4418604651162791,0.7272727272725855,0.6415094339622641,0.5187396571050916,0.12694446124937125,2.0,0.2976190476190476,,0.2261904761904762,0.17857142857142858,0.21428571428571427,0.2857142857142857,0.2976190476190476,0.17857142857142858,0.2261904761904762,0.23677248677248677,0.04399018293205261,10,785873,0,0.3898305084746006,0.2261904761904762
22.990176280339558,0.4640816464215622,0.009262296888563368,0.0020911061022665803,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,0.0,<function sigmoid at 0x2ab2bf296d08>,3,500,0.25,0.5,0.5,32,0.5333333333333333,,0.4363636363636364,0.6212121212121212,0.5714285714285707,0.5333333333331581,0.7407407407403142,0.6170212765957447,0.6851851851851829,0.5857723923916911,0.08622248084413385,11.0,0.17857142857142858,,0.20238095238095238,0.2976190476190476,0.21428571428571427,0.25,0.15476190476190477,0.20238095238095238,0.20238095238095238,0.21693121693121692,0.040381845297549596,14,785873,0,0.5333333333331581,0.25
19.6919883357154,1.389881833720443,0.027170764075385198,0.006361563654557526,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,1.0,<function sigmoid at 0x2ab2bf296d08>,3,350,0.25,0.5,0.5,32,0.3906250000000218,,0.6307692307692307,0.6874999999999971,0.6034482758618087,0.625,0.5348837209299441,0.42105263157894746,0.6724137931034478,0.5749320338241951,0.09944502261324188,9.0,0.21428571428571427,,0.30952380952380953,0.17857142857142858,0.2857142857142857,0.2261904761904762,0.23809523809523808,0.2619047619047619,0.2261904761904762,0.24470899470899474,0.037272494189432195,7,785873,0,0.6086956521743586,0.2619047619047619
20.60417079925537,0.8656546862829894,0.022294733259412978,0.011202653675016263,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,0.75,<function sigmoid at 0x2ab2bf296d08>,3,350,0.25,0.5,0.5,32,0.5820895522387992,,0.5416666666666666,0.6721311475409831,0.489795918367347,0.5490196078431372,0.5645161290322579,0.5454545454545454,0.6346153846153846,0.5654136571136968,0.05430286679638666,7.0,0.32142857142857145,,0.2619047619047619,0.23809523809523808,0.21428571428571427,0.2976190476190476,0.32142857142857145,0.23809523809523808,0.2261904761904762,0.25661375661375657,0.044582803032679155,4,785873,0,0.5094339622641509,0.19047619047619047
20.520655393600464,0.8898788827694409,0.02946562237209744,0.012475596724686268,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,0.5,<function sigmoid at 0x2ab2bf296d08>,3,350,0.25,0.5,0.5,32,0.6599999999999999,,0.5471698113207547,0.4418604651162791,0.3333333333333333,0.5849056603773468,0.6451612903225806,0.543859649122807,0.3278688524590164,0.5024065624502354,0.11674791107150878,1.0,0.19047619047619047,,0.27380952380952384,0.27380952380952384,0.2857142857142857,0.27380952380952384,0.2619047619047619,0.30952380952380953,0.2619047619047619,0.2724867724867725,0.03479615459779341,2,785873,0,0.4375,0.32142857142857145
17.985184060202705,2.9865766893043584,0.007962836159600152,0.0019496288780799424,<function selu at 0x2ab2bf296a60>,sgd,<function kullback_leibler_divergence at 0x2ab2bf25ce18>,0.25,<function sigmoid at 0x2ab2bf296d08>,3,350,0.25,0.5,0.5,32,0.6029411764703468,,0.5901639344261991,0.5208333333333334,0.47727272727272724,0.5306122448978907,0.45833333333358595,0.6451612903225806,0.5932203389829994,0.5264097016899862,0.09341775125322703,3.0,0.32142857142857145,,0.2857142857142857,0.23809523809523808,0.27380952380952384,0.27380952380952384,0.23809523809523808,0.2619047619047619,0.2976190476190476,0.2777777777777778,0.02749286996141076,1,785873,0,0.3191489361702128,0.30952380952380953
