mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_contamination,879155_test_eer,785873_test_eer,201848_test_eer,368258_test_eer,710707_test_eer,186676_test_eer,827212_test_eer,815316_test_eer,698266_test_eer,mean_test_eer,std_test_eer,rank_test_eer,879155_test_accuracy,785873_test_accuracy,201848_test_accuracy,368258_test_accuracy,710707_test_accuracy,186676_test_accuracy,827212_test_accuracy,815316_test_accuracy,698266_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,owner,run,264325_test_eer,264325_test_accuracy
0.0041900210910373265,0.0003974975962822176,0.0018706321716308594,1.4351399037689475e-05,0.5,0.368421052631579,0.368421052631579,0.368421052631579,0.368421052631579,0.368421052631579,0.368421052631579,0.368421052631579,0.368421052631579,0.368421052631579,0.368421052631579,0.0,6.0,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.0,6,264325,0,,
0.004113250308566623,0.00027938059098673375,0.0018760893079969618,2.2781819332654688e-05,0.4,0.3513513513513513,0.3513513513513513,0.3513513513513513,0.3513513513513513,0.3513513513513513,0.3513513513513513,0.3513513513513513,0.3513513513513513,0.3513513513513513,0.3513513513513513,0.0,5.0,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.0,5,264325,0,,
0.004303084479437934,0.00041908974190404843,0.001938184102376302,0.00012868906456162284,0.3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,4.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0,4,264325,0,,
0.004148085912068685,0.0002748174476143879,0.001954529020521376,2.6661325006154535e-05,0.19999999999999996,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.0,3.0,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.0,3,264325,0,,
0.00407099723815918,0.0006078440721920893,0.0018884076012505426,3.558274462779458e-05,0.09999999999999998,0.22580645161290325,0.22580645161290325,0.22580645161290325,0.22580645161290325,0.22580645161290325,0.22580645161290325,0.22580645161290325,0.22580645161290325,0.22580645161290325,0.22580645161290322,2.7755575615628914e-17,2.0,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.0,2,264325,0,,
0.003966781828138564,0.0002006088438834959,0.0016623338063557942,3.0424718510959367e-05,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.13468700594029476,1.0,1.0,1.0,0.625,1.0,1.0,1.0,1.0,1.0,1.0,0.9583333333333334,0.11785113019775792,1,264325,0,,
0.004179265764024522,0.00017927919697531815,0.002009974585639106,0.0001344337445431452,0.5,,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.0,5.0,,0.7708333333333334,0.7708333333333334,0.7708333333333334,0.7708333333333334,0.7708333333333334,0.7708333333333334,0.7708333333333334,0.7708333333333334,0.7708333333333334,0.0,5,879155,0,0.3142857142857143,0.7708333333333334
0.00408739513821072,0.0002559203231047039,0.0019283824496799046,2.7706244511944494e-05,0.4,,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.0,4.0,,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.0,4,879155,0,0.29411764705882354,0.7916666666666666
0.0039035744137234157,0.0004147743256802791,0.0018676651848687066,2.6806541012182557e-05,0.3,,0.20689655172413793,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.20076628352490422,0.0021673771070851986,2.0,,0.8541666666666666,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.8726851851851851,0.006547285010986563,2,879155,0,0.2,0.875
0.0027914841969807944,3.552783505380716e-05,0.001886606216430664,6.319596653319233e-05,0.19999999999999996,,0.3333333333333333,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21481481481481482,0.04190262407031392,3.0,,0.6875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.8541666666666666,0.05892556509887896,3,879155,0,0.2,0.875
0.002813100814819336,6.682821689751773e-05,0.00222370359632704,8.607203821464365e-05,0.09999999999999998,,0.4390243902439025,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08433604336043361,0.12540126764457366,1.0,,0.6041666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9375,0.11785113019775792,1,879155,0,0.04,0.9791666666666666
0.0029777420891655814,0.0004323682657794547,0.0017334090338812934,0.00012072291582756557,0.0,,0.5,0.4666666666666667,0.5,0.5,0.0,0.5,0.5,0.0,0.3851851851851852,0.20614696370482588,6.0,,0.5,0.5625,0.5,0.5,1.0,0.5,0.5,1.0,0.6180555555555556,0.20506698694768613,6,879155,0,0.5,0.5
0.002879884507921007,8.711120494251238e-05,0.0018796655866834852,3.602785222636912e-05,0.5,0.3513513513513513,,0.3513513513513513,0.3513513513513513,0.3513513513513513,0.3513513513513513,0.3513513513513513,0.3513513513513513,0.3513513513513513,0.3513513513513513,0.0,6.0,0.7291666666666666,,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.0,6,785873,0,0.3513513513513513,0.7291666666666666
0.003000497817993164,0.0004111617012460096,0.0019374688466389973,9.959316058387373e-05,0.4,0.2,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,4.0,0.875,,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.0,4,785873,0,0.2,0.875
0.0028354856703016493,6.916106558312443e-05,0.0018655459086100261,3.082543140895395e-05,0.3,0.2,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,4.0,0.875,,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.0,4,785873,0,0.2,0.875
0.002890851762559679,6.168163471905322e-05,0.0020106368594699437,5.481217008698906e-05,0.19999999999999996,0.1724137931034483,,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.0,3.0,0.8958333333333334,,0.8958333333333334,0.8958333333333334,0.8958333333333334,0.8958333333333334,0.8958333333333334,0.8958333333333334,0.8958333333333334,0.8958333333333334,0.0,3,785873,0,0.1724137931034483,0.8958333333333334
0.002825021743774414,3.5792444435555346e-05,0.0019084082709418403,1.8796670754106247e-05,0.09999999999999998,0.1111111111111111,,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,2.0,0.9375,,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.0,2,785873,0,0.1111111111111111,0.9375
0.0024289555019802516,0.00010663148025234994,0.0015373759799533421,4.347358332301868e-05,0.0,0.4146341463414634,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04607046070460705,0.13030694070646404,1.0,0.6458333333333334,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9606481481481483,0.11130384518677135,1,785873,0,0.0,1.0
0.0028665860493977866,4.9320961737677197e-05,0.001875162124633789,3.959407739419689e-05,0.5,0.368421052631579,0.368421052631579,,0.368421052631579,0.368421052631579,0.368421052631579,0.368421052631579,0.368421052631579,0.368421052631579,0.368421052631579,0.0,6.0,0.7083333333333334,0.7083333333333334,,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.0,6,201848,0,0.368421052631579,0.7083333333333334
0.0028192467159695095,3.4995642131687266e-05,0.0018606185913085938,1.1338189878522577e-05,0.4,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,5.0,0.75,0.75,,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0,5,201848,0,0.3333333333333333,0.75
0.00285596317715115,6.782120700526304e-05,0.0019296010335286458,1.7728327016863055e-05,0.3,0.29411764705882354,0.29411764705882354,,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.0,4.0,0.7916666666666666,0.7916666666666666,,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.0,4,201848,0,0.29411764705882354,0.7916666666666666
0.002848757637871636,5.397501654823985e-05,0.0019871128929985892,2.8404207351005968e-05,0.19999999999999996,0.1724137931034483,0.1724137931034483,,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.0,2.0,0.8958333333333334,0.8958333333333334,,0.8958333333333334,0.8958333333333334,0.8958333333333334,0.8958333333333334,0.8958333333333334,0.8958333333333334,0.8958333333333334,0.0,2,201848,0,0.1724137931034483,0.8958333333333334
0.002808094024658203,4.377432637743085e-05,0.001989603042602539,2.7350212585398995e-05,0.09999999999999998,0.1724137931034483,0.1724137931034483,,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.0,2.0,0.8958333333333334,0.8958333333333334,,0.8958333333333334,0.8958333333333334,0.8958333333333334,0.8958333333333334,0.8958333333333334,0.8958333333333334,0.8958333333333334,0.0,2,201848,0,0.1724137931034483,0.8958333333333334
0.0028032196892632377,3.3508741728602344e-05,0.002180682288275825,0.00011305098017158005,0.0,0.07692307692307691,0.07692307692307691,,0.07692307692307691,0.07692307692307691,0.07692307692307691,0.07692307692307691,0.08333333333333368,0.07692307692307691,0.1122981956315321,0.09781000176647199,1.0,0.9583333333333334,0.9583333333333334,,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9166666666666666,0.9583333333333334,0.9212962962962964,0.09095779029809495,1,201848,0,0.38888888888891665,0.6666666666666666
0.0028464794158935547,8.140558291755725e-05,0.0018752945793999566,3.101236506499242e-05,0.5,0.3513513513513513,0.3513513513513513,0.3513513513513513,,0.3513513513513513,0.3513513513513513,0.3513513513513513,0.3513513513513513,0.3513513513513513,0.3513513513513513,0.0,6.0,0.7291666666666666,0.7291666666666666,0.7291666666666666,,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.0,6,368258,0,0.3513513513513513,0.7291666666666666
0.0028816594017876517,4.7938554805693995e-05,0.001893864737616645,5.175509268633435e-05,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,5.0,0.75,0.75,0.75,,0.75,0.75,0.75,0.75,0.75,0.75,0.0,5,368258,0,0.3333333333333333,0.75
0.002800146738688151,4.042646187501031e-05,0.0018818378448486328,9.146791023224962e-05,0.3,0.22580645161290325,0.22580645161290325,0.22580645161290325,,0.22580645161290325,0.22580645161290325,0.22580645161290325,0.22580645161290325,0.22580645161290325,0.22580645161290322,2.7755575615628914e-17,3.0,0.8541666666666666,0.8541666666666666,0.8541666666666666,,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.0,3,368258,0,0.22580645161290325,0.8541666666666666
0.002831141153971354,5.1870761136444246e-05,0.0018655194176567926,2.3003545501767706e-05,0.19999999999999996,0.22580645161290325,0.22580645161290325,0.22580645161290325,,0.22580645161290325,0.22580645161290325,0.22580645161290325,0.22580645161290325,0.22580645161290325,0.22580645161290322,2.7755575615628914e-17,3.0,0.8541666666666666,0.8541666666666666,0.8541666666666666,,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.0,3,368258,0,0.22580645161290325,0.8541666666666666
