mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dropout_rate,879155_test_eer,785873_test_eer,201848_test_eer,368258_test_eer,710707_test_eer,186676_test_eer,827212_test_eer,815316_test_eer,698266_test_eer,mean_test_eer,std_test_eer,rank_test_eer,879155_test_accuracy,785873_test_accuracy,201848_test_accuracy,368258_test_accuracy,710707_test_accuracy,186676_test_accuracy,827212_test_accuracy,815316_test_accuracy,698266_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,owner,run,264325_test_eer,264325_test_accuracy
15.052405224906074,1.4090059643087545,0.03648418850368924,0.014898909348105532,10.0,0.5441176470588236,0.5068493150684932,0.6727272727272727,0.5873015873015873,0.5068493150684932,0.6727272727272727,0.6851851851851852,0.5138888888888888,0.5522388059701493,0.5824316988884629,0.07101773151817173,25.0,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.0,1,264325,0,,
16.28021346198188,1.6104847413062628,0.03972506523132324,0.028626877464424938,9.541403118120238,0.5441176470588236,0.5068493150684932,0.6981132075471699,0.578125,0.5068493150684932,0.6727272727272727,0.6851851851851852,0.5138888888888888,0.5606060606060607,0.5851624324611541,0.07461981557927905,43.0,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.0,1,264325,0,,
16.495746745003594,1.1633448106071367,0.037996768951416016,0.017306139778215424,9.103837346247461,0.5441176470588236,0.5068493150684932,0.6981132075471699,0.578125,0.5068493150684932,0.6727272727272727,0.6727272727272727,0.5138888888888888,0.5522388059701493,0.5828485250062848,0.07318839036300999,29.0,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.0,1,264325,0,,
17.43285102314419,1.0777484883574242,0.02025625440809462,0.016916438103777694,8.6863382042345,0.5441176470588236,0.5068493150684932,0.6981132075471699,0.578125,0.5,0.6727272727272727,0.6851851851851852,0.5068493150684932,0.5522388059701493,0.5826895276250652,0.07653008576210911,27.0,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.0,1,264325,0,,
17.744525776969063,0.38999405587127606,0.02274187405904134,0.008022073858574716,8.287985442693001,0.5606060606060607,0.5068493150684932,0.6491228070175439,0.5873015873015873,0.5068493150684932,0.6727272727272727,0.6851851851851852,0.5068493150684932,0.5522388059701493,0.580858851557031,0.06805780564265324,14.0,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.0,1,264325,0,,
18.06287874115838,0.614525730271409,0.01782075564066569,0.013037653985544347,7.907901014584614,0.5441176470588236,0.5068493150684932,0.6851851851851852,0.578125,0.5,0.6727272727272727,0.6727272727272727,0.5068493150684932,0.5606060606060607,0.580798563160178,0.07228347532377008,13.0,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.0,1,264325,0,,
18.692048999998306,0.418691130220263,0.01405008633931478,0.004332653322276173,7.545247139834383,0.5441176470588236,0.5068493150684932,0.6981132075471699,0.578125,0.5068493150684932,0.6727272727272727,0.6727272727272727,0.5068493150684932,0.5606060606060607,0.5829960450968977,0.07362584790427411,32.0,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.0,1,264325,0,,
18.174855020311142,0.19626206408594515,0.019978046417236328,0.008347294676045709,7.199224458700361,0.5441176470588236,0.5068493150684932,0.6981132075471699,0.578125,0.5,0.6607142857142857,0.6727272727272727,0.5138888888888888,0.5522388059701493,0.5807527136638981,0.07245091680426001,12.0,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.0,1,264325,0,,
18.497395515441895,0.5981776342535433,0.01213685671488444,0.003509183593277409,6.869070269829111,0.5606060606060607,0.5068493150684932,0.6491228070175439,0.5873015873015873,0.5,0.6727272727272727,0.6727272727272727,0.5068493150684932,0.5522388059701493,0.578713604054097,0.06688458608536266,2.0,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.0,1,264325,0,,
16.241136497921413,1.3486065388286814,0.030682590272691514,0.01804727589371981,6.554056849113451,0.5606060606060607,0.5068493150684932,0.6727272727272727,0.5873015873015873,0.5068493150684932,0.6607142857142857,0.6851851851851852,0.5068493150684932,0.5606060606060607,0.5830764885939925,0.06908168613639493,34.0,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.0,1,264325,0,,
15.409008979797363,1.0608733467762859,0.025574233796861436,0.01534623923803518,6.253489845646839,0.5441176470588236,0.5068493150684932,0.6851851851851852,0.578125,0.5068493150684932,0.6607142857142857,0.6851851851851852,0.5138888888888888,0.5606060606060607,0.5823912091972683,0.07097032990191406,24.0,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.0,1,264325,0,,
